participant_alias,fold,support_seed,condition,shots,query_clip_count,query_positive_count,query_negative_count,adaptation_recipe,precision,recall,false_positive_rate,f1,tp,tn,fp,fn
P007,4,20260621,0,3,29,14,15,no_adaptation_zero_shot_fallback,1.0,0.8571428571428571,0.0,0.923076923076923,12,15,0,2
P007,4,20260621,3,3,29,14,15,no_adaptation_zero_shot_fallback,1.0,0.8571428571428571,0.0,0.923076923076923,12,15,0,2
P007,4,20260622,0,3,29,14,15,no_adaptation_zero_shot_fallback,1.0,0.9285714285714286,0.0,0.962962962962963,13,15,0,1
P007,4,20260622,3,3,29,14,15,no_adaptation_zero_shot_fallback,1.0,0.9285714285714286,0.0,0.962962962962963,13,15,0,1
P007,4,20260623,0,3,29,14,15,no_adaptation_zero_shot_fallback,1.0,0.8571428571428571,0.0,0.923076923076923,12,15,0,2
P007,4,20260623,3,3,29,14,15,no_adaptation_zero_shot_fallback,1.0,0.8571428571428571,0.0,0.923076923076923,12,15,0,2
P007,4,20260624,0,3,29,14,15,no_adaptation_zero_shot_fallback,1.0,0.7857142857142857,0.0,0.88,11,15,0,3
P007,4,20260624,3,3,29,14,15,no_adaptation_zero_shot_fallback,1.0,0.7857142857142857,0.0,0.88,11,15,0,3
P007,4,20260620,0,5,27,12,15,no_adaptation_zero_shot_fallback,1.0,0.9166666666666666,0.0,0.9565217391304348,11,15,0,1
P007,4,20260620,5,5,27,12,15,no_adaptation_zero_shot_fallback,1.0,0.9166666666666666,0.0,0.9565217391304348,11,15,0,1
P007,4,20260621,0,5,27,12,15,no_adaptation_zero_shot_fallback,1.0,0.8333333333333334,0.0,0.9090909090909091,10,15,0,2
P007,4,20260621,5,5,27,12,15,no_adaptation_zero_shot_fallback,1.0,0.8333333333333334,0.0,0.9090909090909091,10,15,0,2
P007,4,20260622,0,5,27,12,15,no_adaptation_zero_shot_fallback,1.0,0.9166666666666666,0.0,0.9565217391304348,11,15,0,1
P007,4,20260622,5,5,27,12,15,no_adaptation_zero_shot_fallback,1.0,0.9166666666666666,0.0,0.9565217391304348,11,15,0,1
P007,4,20260623,0,5,27,12,15,no_adaptation_zero_shot_fallback,1.0,0.8333333333333334,0.0,0.9090909090909091,10,15,0,2
P007,4,20260623,5,5,27,12,15,no_adaptation_zero_shot_fallback,1.0,0.8333333333333334,0.0,0.9090909090909091,10,15,0,2
P007,4,20260624,0,5,27,12,15,no_adaptation_zero_shot_fallback,1.0,0.75,0.0,0.8571428571428571,9,15,0,3
P007,4,20260624,5,5,27,12,15,no_adaptation_zero_shot_fallback,1.0,0.75,0.0,0.8571428571428571,9,15,0,3
P008,0,20260620,0,3,23,8,15,no_adaptation_zero_shot_fallback,1.0,1.0,0.0,1.0,8,15,0,0
P008,0,20260620,3,3,23,8,15,no_adaptation_zero_shot_fallback,1.0,1.0,0.0,1.0,8,15,0,0
P008,0,20260621,0,3,23,8,15,no_adaptation_zero_shot_fallback,1.0,1.0,0.0,1.0,8,15,0,0
