component,n,mean_ms,median_ms,p95_ms,peak_allocated_gb
stage1_head,50,4.363952353596687,0.8454932831227779,1.0746415704488745,0.012576580047607422
stage2_head,50,3.273301348090172,0.45637600123882294,0.48366887494921684,0.013738632202148438
