adapted_f1,adapted_fpr,adapted_recall,alpha,beta,changed_outputs,changed_stage,delta_f1,delta_fpr,delta_recall,doctor_alias,lr,margin,max_bias,method,method_family,quantile,query_rows,recipe,safe,selected,selection_source,shot,steps,support_based,zero_f1
0.9290909090909091,0.0,0.8675721561969439,,,True,stage2,0.004497153385230823,0.0,0.007809847198641751,D010,,0.0,0.5,stage2_positive_bias,stage2_positive_bias,median,5860,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,3,,True,0.9245937557056783
0.9643167972149695,0.010291595197255575,0.9405772495755518,,,True,stage2,0.03972304150929129,0.010291595197255575,0.08081494057724958,D010,,0.25,0.5,stage2_positive_bias,stage2_positive_bias,min,5860,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,3,,True,0.9245937557056783
0.9643167972149695,0.010291595197255575,0.9405772495755518,,,True,stage2,0.03972304150929129,0.010291595197255575,0.08081494057724958,D010,,0.25,0.5,stage2_positive_bias,stage2_positive_bias,q20,5860,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,3,,True,0.9245937557056783
0.9634146341463414,0.010291595197255575,0.9388794567062818,,,True,stage2,0.038820878440663176,0.010291595197255575,0.07911714770797962,D010,,0.25,0.5,stage2_positive_bias,stage2_positive_bias,median,5860,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,3,,True,0.9245937557056783
0.9661164205039096,0.010291595197255575,0.9439728353140917,,,True,stage2,0.0415226647982313,0.010291595197255575,0.08421052631578951,D010,,0.5,0.5,stage2_positive_bias,stage2_positive_bias,min,5860,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,3,,True,0.9245937557056783
0.9661164205039096,0.010291595197255575,0.9439728353140917,,,True,stage2,0.0415226647982313,0.010291595197255575,0.08421052631578951,D010,,0.5,0.5,stage2_positive_bias,stage2_positive_bias,q20,5860,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,3,,True,0.9245937557056783
0.9661164205039096,0.010291595197255575,0.9439728353140917,,,True,stage2,0.0415226647982313,0.010291595197255575,0.08421052631578951,D010,,0.5,0.5,stage2_positive_bias,stage2_positive_bias,median,5860,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,3,,True,0.9245937557056783
0.949901943305402,0.0,0.9045840407470289,,,True,stage2,0.025308187599723753,0.0,0.04482173174872672,D010,,0.0,1.0,stage2_positive_bias,stage2_positive_bias,min,5860,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,3,,True,0.9245937557056783
0.9429289303661162,0.0,0.8920203735144312,,,True,stage2,0.01833517466043799,0.0,0.032258064516129004,D010,,0.0,1.0,stage2_positive_bias,stage2_positive_bias,q20,5860,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,3,,True,0.9245937557056783
0.9294801890221738,0.0,0.8682512733446519,,,True,stage2,0.00488643331649552,0.0,0.008488964346349714,D010,,0.0,1.0,stage2_positive_bias,stage2_positive_bias,median,5860,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,3,,True,0.9245937557056783
0.9648573416840641,0.010291595197255575,0.9415959252971138,,,True,stage2,0.04026358597838586,0.010291595197255575,0.08183361629881158,D010,,0.25,1.0,stage2_positive_bias,stage2_positive_bias,min,5860,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,3,,True,0.9245937557056783
0.9648573416840641,0.010291595197255575,0.9415959252971138,,,True,stage2,0.04026358597838586,0.010291595197255575,0.08183361629881158,D010,,0.25,1.0,stage2_positive_bias,stage2_positive_bias,q20,5860,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,3,,True,0.9245937557056783
0.963775687913619,0.010291595197255575,0.9395585738539898,,,True,stage2,0.03918193220794075,0.010291595197255575,0.07979626485568758,D010,,0.25,1.0,stage2_positive_bias,stage2_positive_bias,median,5860,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,3,,True,0.9245937557056783
0.966655088572421,0.010291595197255575,0.9449915110356536,,,True,stage2,0.04206133286674274,0.010291595197255575,0.0852292020373514,D010,,0.5,1.0,stage2_positive_bias,stage2_positive_bias,min,5860,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,3,,True,0.9245937557056783
0.966655088572421,0.010291595197255575,0.9449915110356536,,,True,stage2,0.04206133286674274,0.010291595197255575,0.0852292020373514,D010,,0.5,1.0,stage2_positive_bias,stage2_positive_bias,q20,5860,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,3,,True,0.9245937557056783
0.9664755949279138,0.010291595197255575,0.9446519524617997,,,True,stage2,0.04188183922223554,0.010291595197255575,0.08488964346349748,D010,,0.5,1.0,stage2_positive_bias,stage2_positive_bias,median,5860,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,3,,True,0.9245937557056783
0.9510240427426536,0.0,0.9066213921901528,,,True,stage2,0.026430287036975364,0.0,0.046859083191850615,D010,,0.0,2.0,stage2_positive_bias,stage2_positive_bias,min,5860,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,3,,True,0.9245937557056783
0.9438766361843284,0.0,0.8937181663837012,,,True,stage2,0.019282880478650122,0.0,0.03395585738539897,D010,,0.0,2.0,stage2_positive_bias,stage2_positive_bias,q20,5860,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,3,,True,0.9245937557056783
0.9300635785649409,0.0,0.8692699490662139,,,True,stage2,0.005469822859262674,0.0,0.009507640067911716,D010,,0.0,2.0,stage2_positive_bias,stage2_positive_bias,median,5860,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,3,,True,0.9245937557056783
0.9659367396593673,0.010291595197255575,0.9436332767402377,,,True,stage2,0.04134298395368907,0.010291595197255575,0.08387096774193548,D010,,0.25,2.0,stage2_positive_bias,stage2_positive_bias,min,5860,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,3,,True,0.9245937557056783
0.9659367396593673,0.010291595197255575,0.9436332767402377,,,True,stage2,0.04134298395368907,0.010291595197255575,0.08387096774193548,D010,,0.25,2.0,stage2_positive_bias,stage2_positive_bias,q20,5860,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,3,,True,0.9245937557056783
0.9643167972149695,0.010291595197255575,0.9405772495755518,,,True,stage2,0.03972304150929129,0.010291595197255575,0.08081494057724958,D010,,0.25,2.0,stage2_positive_bias,stage2_positive_bias,median,5860,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,3,,True,0.9245937557056783
0.9677307425399029,0.010291595197255575,0.9470288624787776,,,True,stage2,0.04313698683422462,0.010291595197255575,0.0872665534804754,D010,,0.5,2.0,stage2_positive_bias,stage2_positive_bias,min,5860,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,3,,True,0.9245937557056783
0.9677307425399029,0.010291595197255575,0.9470288624787776,,,True,stage2,0.04313698683422462,0.010291595197255575,0.0872665534804754,D010,,0.5,2.0,stage2_positive_bias,stage2_positive_bias,q20,5860,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,3,,True,0.9245937557056783
0.9670138888888888,0.010291595197255575,0.9456706281833617,,,True,stage2,0.042420133183210584,0.010291595197255575,0.08590831918505948,D010,,0.5,2.0,stage2_positive_bias,stage2_positive_bias,median,5860,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,3,,True,0.9245937557056783
0.9558472553699284,0.0,0.9154285714285715,,,True,stage2,0.028589388594284837,0.0,0.05104761904761912,D010,,0.0,0.25,stage2_positive_bias,stage2_positive_bias,min,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9447236180904524,0.0,0.8952380952380953,,,True,stage2,0.017465751314808764,0.0,0.030857142857142916,D010,,0.0,0.25,stage2_positive_bias,stage2_positive_bias,q20,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9294453507340946,0.0,0.8681904761904762,,,True,stage2,0.002187483958451031,0.0,0.003809523809523818,D010,,0.0,0.25,stage2_positive_bias,stage2_positive_bias,median,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9671270180898658,0.010380622837370242,0.947047619047619,,,True,stage2,0.039869151314222195,0.010380622837370242,0.08266666666666667,D010,,0.25,0.25,stage2_positive_bias,stage2_positive_bias,min,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9671270180898658,0.010380622837370242,0.947047619047619,,,True,stage2,0.039869151314222195,0.010380622837370242,0.08266666666666667,D010,,0.25,0.25,stage2_positive_bias,stage2_positive_bias,q20,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9653156664068588,0.010380622837370242,0.9436190476190476,,,True,stage2,0.03805779963121525,0.010380622837370242,0.07923809523809522,D010,,0.25,0.25,stage2_positive_bias,stage2_positive_bias,median,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9671270180898658,0.010380622837370242,0.947047619047619,,,True,stage2,0.039869151314222195,0.010380622837370242,0.08266666666666667,D010,,0.5,0.25,stage2_positive_bias,stage2_positive_bias,min,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9671270180898658,0.010380622837370242,0.947047619047619,,,True,stage2,0.039869151314222195,0.010380622837370242,0.08266666666666667,D010,,0.5,0.25,stage2_positive_bias,stage2_positive_bias,q20,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9671270180898658,0.010380622837370242,0.947047619047619,,,True,stage2,0.039869151314222195,0.010380622837370242,0.08266666666666667,D010,,0.5,0.25,stage2_positive_bias,stage2_positive_bias,median,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9558472553699284,0.0,0.9154285714285715,,,True,stage2,0.028589388594284837,0.0,0.05104761904761912,D010,,0.0,0.5,stage2_positive_bias,stage2_positive_bias,min,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9447236180904524,0.0,0.8952380952380953,,,True,stage2,0.017465751314808764,0.0,0.030857142857142916,D010,,0.0,0.5,stage2_positive_bias,stage2_positive_bias,q20,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9294453507340946,0.0,0.8681904761904762,,,True,stage2,0.002187483958451031,0.0,0.003809523809523818,D010,,0.0,0.5,stage2_positive_bias,stage2_positive_bias,median,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9671270180898658,0.010380622837370242,0.947047619047619,,,True,stage2,0.039869151314222195,0.010380622837370242,0.08266666666666667,D010,,0.25,0.5,stage2_positive_bias,stage2_positive_bias,min,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9671270180898658,0.010380622837370242,0.947047619047619,,,True,stage2,0.039869151314222195,0.010380622837370242,0.08266666666666667,D010,,0.25,0.5,stage2_positive_bias,stage2_positive_bias,q20,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9653156664068588,0.010380622837370242,0.9436190476190476,,,True,stage2,0.03805779963121525,0.010380622837370242,0.07923809523809522,D010,,0.25,0.5,stage2_positive_bias,stage2_positive_bias,median,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9691322073383808,0.010380622837370242,0.9508571428571428,,,True,stage2,0.0418743405627372,0.010380622837370242,0.08647619047619048,D010,,0.5,0.5,stage2_positive_bias,stage2_positive_bias,min,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9691322073383808,0.010380622837370242,0.9508571428571428,,,True,stage2,0.0418743405627372,0.010380622837370242,0.08647619047619048,D010,,0.5,0.5,stage2_positive_bias,stage2_positive_bias,q20,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9691322073383808,0.010380622837370242,0.9508571428571428,,,True,stage2,0.0418743405627372,0.010380622837370242,0.08647619047619048,D010,,0.5,0.5,stage2_positive_bias,stage2_positive_bias,median,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.956884561891516,0.0,0.9173333333333333,,,True,stage2,0.02962669511587246,0.0,0.05295238095238097,D010,,0.0,1.0,stage2_positive_bias,stage2_positive_bias,min,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9451476793248946,0.0,0.896,,,True,stage2,0.01788981254925104,0.0,0.03161904761904766,D010,,0.0,1.0,stage2_positive_bias,stage2_positive_bias,q20,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9294453507340946,0.0,0.8681904761904762,,,True,stage2,0.002187483958451031,0.0,0.003809523809523818,D010,,0.0,1.0,stage2_positive_bias,stage2_positive_bias,median,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9681305868635834,0.010380622837370242,0.948952380952381,,,True,stage2,0.04087272008793985,0.010380622837370242,0.08457142857142863,D010,,0.25,1.0,stage2_positive_bias,stage2_positive_bias,min,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.967930029154519,0.010380622837370242,0.9485714285714286,,,True,stage2,0.04067216237887539,0.010380622837370242,0.08419047619047626,D010,,0.25,1.0,stage2_positive_bias,stage2_positive_bias,q20,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9653156664068588,0.010380622837370242,0.9436190476190476,,,True,stage2,0.03805779963121525,0.010380622837370242,0.07923809523809522,D010,,0.25,1.0,stage2_positive_bias,stage2_positive_bias,median,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9701318851823119,0.010380622837370242,0.9527619047619048,,,True,stage2,0.04287401840666827,0.010380622837370242,0.08838095238095245,D010,,0.5,1.0,stage2_positive_bias,stage2_positive_bias,min,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9701318851823119,0.010380622837370242,0.9527619047619048,,,True,stage2,0.04287401840666827,0.010380622837370242,0.08838095238095245,D010,,0.5,1.0,stage2_positive_bias,stage2_positive_bias,q20,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9691322073383808,0.010380622837370242,0.9508571428571428,,,True,stage2,0.0418743405627372,0.010380622837370242,0.08647619047619048,D010,,0.5,1.0,stage2_positive_bias,stage2_positive_bias,median,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9571258435887257,0.0006920415224913495,0.9184761904761904,,,True,stage2,0.029867976813082064,0.0006920415224913495,0.054095238095238085,D010,,0.0,2.0,stage2_positive_bias,stage2_positive_bias,min,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9453595821615106,0.0,0.8963809523809524,,,True,stage2,0.018101715385867023,0.0,0.03200000000000003,D010,,0.0,2.0,stage2_positive_bias,stage2_positive_bias,q20,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9294453507340946,0.0,0.8681904761904762,,,True,stage2,0.002187483958451031,0.0,0.003809523809523818,D010,,0.0,2.0,stage2_positive_bias,stage2_positive_bias,median,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9683556590953213,0.011072664359861591,0.9500952380952381,,,True,stage2,0.041097792319677695,0.011072664359861591,0.08571428571428574,D010,,0.25,2.0,stage2_positive_bias,stage2_positive_bias,min,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9681305868635834,0.010380622837370242,0.948952380952381,,,True,stage2,0.04087272008793985,0.010380622837370242,0.08457142857142863,D010,,0.25,2.0,stage2_positive_bias,stage2_positive_bias,q20,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9653156664068588,0.010380622837370242,0.9436190476190476,,,True,stage2,0.03805779963121525,0.010380622837370242,0.07923809523809522,D010,,0.25,2.0,stage2_positive_bias,stage2_positive_bias,median,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9703545824452625,0.011072664359861591,0.9539047619047619,,,True,stage2,0.043096715669618924,0.011072664359861591,0.08952380952380956,D010,,0.5,2.0,stage2_positive_bias,stage2_positive_bias,min,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9703315881326352,0.010380622837370242,0.9531428571428572,,,True,stage2,0.04307372135699161,0.010380622837370242,0.08876190476190482,D010,,0.5,2.0,stage2_positive_bias,stage2_positive_bias,q20,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9691322073383808,0.010380622837370242,0.9508571428571428,,,True,stage2,0.0418743405627372,0.010380622837370242,0.08647619047619048,D010,,0.5,2.0,stage2_positive_bias,stage2_positive_bias,median,5515,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,5,,True,0.9272578667756436
0.9493136219640971,0.0,0.9035175879396985,,,True,stage2,0.024408165454102515,0.0,0.04321608040201008,D011,,0.0,0.25,stage2_positive_bias,stage2_positive_bias,min,5910,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,3,,True,0.9249054565099946
0.9424269264836138,0.0,0.8911222780569514,,,True,stage2,0.017521469973619253,0.0,0.03082077051926302,D011,,0.0,0.25,stage2_positive_bias,stage2_positive_bias,q20,5910,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,3,,True,0.9249054565099946
0.9293400286944045,0.0,0.8680067001675041,,,True,stage2,0.004434572184409902,0.0,0.007705192629815727,D011,,0.0,0.25,stage2_positive_bias,stage2_positive_bias,median,5910,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,3,,True,0.9249054565099946
0.9640955162343241,0.010256410256410256,0.9400335008375209,,,True,stage2,0.03919005972432954,0.010256410256410256,0.0797319932998325,D011,,0.25,0.25,stage2_positive_bias,stage2_positive_bias,min,5910,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,3,,True,0.9249054565099946
0.9640955162343241,0.010256410256410256,0.9400335008375209,,,True,stage2,0.03919005972432954,0.010256410256410256,0.0797319932998325,D011,,0.25,0.25,stage2_positive_bias,stage2_positive_bias,q20,5910,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,3,,True,0.9249054565099946
0.9632049518569464,0.010256410256410256,0.9383584589614741,,,True,stage2,0.03829949534695187,0.010256410256410256,0.07805695142378566,D011,,0.25,0.25,stage2_positive_bias,stage2_positive_bias,median,5910,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,3,,True,0.9249054565099946
0.9640955162343241,0.010256410256410256,0.9400335008375209,,,True,stage2,0.03919005972432954,0.010256410256410256,0.0797319932998325,D011,,0.5,0.25,stage2_positive_bias,stage2_positive_bias,min,5910,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,3,,True,0.9249054565099946
0.9640955162343241,0.010256410256410256,0.9400335008375209,,,True,stage2,0.03919005972432954,0.010256410256410256,0.0797319932998325,D011,,0.5,0.25,stage2_positive_bias,stage2_positive_bias,q20,5910,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,3,,True,0.9249054565099946
0.9640955162343241,0.010256410256410256,0.9400335008375209,,,True,stage2,0.03919005972432954,0.010256410256410256,0.0797319932998325,D011,,0.5,0.25,stage2_positive_bias,stage2_positive_bias,median,5910,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,3,,True,0.9249054565099946
