adapted_f1,adapted_fpr,adapted_precision,adapted_recall,alpha,beta,changed_outputs,delta_f1,fold,margin,max_bias,max_threshold_drop,mean_paired_delta_f1,method,query_rows,safe,support_based,support_quantile,threshold,zero_f1,zero_fpr,zero_precision,zero_recall
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.0,,0.05,0.0,support_threshold_calibration,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.0,,0.1,0.0,support_threshold_calibration,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.0,,0.2,0.0,support_threshold_calibration,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.0,,0.3,0.0,support_threshold_calibration,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.05,,0.05,0.0,support_threshold_calibration,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.05,,0.1,0.0,support_threshold_calibration,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.05,,0.2,0.0,support_threshold_calibration,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.05,,0.3,0.0,support_threshold_calibration,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.1,,0.05,0.0,support_threshold_calibration,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.1,,0.1,0.0,support_threshold_calibration,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.1,,0.2,0.0,support_threshold_calibration,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.1,,0.3,0.0,support_threshold_calibration,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.15,,0.05,0.0,support_threshold_calibration,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.15,,0.1,0.0,support_threshold_calibration,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.15,,0.2,0.0,support_threshold_calibration,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.15,,0.3,0.0,support_threshold_calibration,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.0,0.25,,0.0,positive_bias_adaptation,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.0,0.5,,0.0,positive_bias_adaptation,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.0,1.0,,0.0,positive_bias_adaptation,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.0,2.0,,0.0,positive_bias_adaptation,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.25,0.25,,0.0,positive_bias_adaptation,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.25,0.5,,0.0,positive_bias_adaptation,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.25,1.0,,0.0,positive_bias_adaptation,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.25,2.0,,0.0,positive_bias_adaptation,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.5,0.25,,0.0,positive_bias_adaptation,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.5,0.5,,0.0,positive_bias_adaptation,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.5,1.0,,0.0,positive_bias_adaptation,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
0.9817880794701986,0.0,1.0,0.9642276422764228,,,False,0.0,0,0.5,2.0,,0.0,positive_bias_adaptation,2450,True,True,min,,0.9817880794701986,0.0,1.0,0.9642276422764228
