dev_f1,dev_false_positive_rate,dev_hard_negative_false_positive_rate,dev_p1_recall,dev_p2_recall,dev_p3_recall,dev_p4_false_positive_rate,dev_precision,dev_recall,dev_stage2_rejection_rate,fold,recall_target,selection_reason,selection_split,test_f1,test_false_positive_rate,test_hard_negative_false_positive_rate,test_p1_recall,test_p2_recall,test_p3_recall,test_p4_false_positive_rate,test_precision,test_recall,test_stage2_rejection_rate,threshold,variant
0.9761092150170648,0.0,0.0,0.9090909090909091,0.9558823529411765,1.0,,1.0,0.9533333333333334,0.02054794520547945,2,0.95,met_recall_target_0.95,val,0.976271186440678,0.0,0.0,0.8148148148148148,1.0,0.96,,1.0,0.9536423841059603,0.006896551724137931,0.7851404547691345,stage2_bce_supcon
0.9727891156462586,0.008928571428571428,0.008928571428571428,0.9545454545454546,0.9558823529411765,0.9473684210526315,0.008928571428571428,0.9930555555555556,0.9533333333333334,0.07692307692307693,3,0.85,met_recall_target_0.85,val,0.971830985915493,0.0,0.0,0.8148148148148148,0.987012987012987,0.9523809523809523,,1.0,0.9452054794520548,0.09803921568627451,0.5655826330184937,stage2_bce
0.9727891156462586,0.008928571428571428,0.008928571428571428,0.9545454545454546,0.9558823529411765,0.9473684210526315,0.008928571428571428,0.9930555555555556,0.9533333333333334,0.07692307692307693,3,0.9,met_recall_target_0.9,val,0.971830985915493,0.0,0.0,0.8148148148148148,0.987012987012987,0.9523809523809523,,1.0,0.9452054794520548,0.09803921568627451,0.5655826330184937,stage2_bce
0.9727891156462586,0.008928571428571428,0.008928571428571428,0.9545454545454546,0.9558823529411765,0.9473684210526315,0.008928571428571428,0.9930555555555556,0.9533333333333334,0.07692307692307693,3,0.92,met_recall_target_0.92,val,0.971830985915493,0.0,0.0,0.8148148148148148,0.987012987012987,0.9523809523809523,,1.0,0.9452054794520548,0.09803921568627451,0.5655826330184937,stage2_bce
0.9727891156462586,0.008928571428571428,0.008928571428571428,0.9545454545454546,0.9558823529411765,0.9473684210526315,0.008928571428571428,0.9930555555555556,0.9533333333333334,0.07692307692307693,3,0.95,met_recall_target_0.95,val,0.971830985915493,0.0,0.0,0.8148148148148148,0.987012987012987,0.9523809523809523,,1.0,0.9452054794520548,0.09803921568627451,0.5655826330184937,stage2_bce
0.9761092150170648,0.0,0.0,0.9545454545454546,0.9558823529411765,0.9473684210526315,,1.0,0.9533333333333334,0.08333333333333333,3,0.85,met_recall_target_0.85,val,0.9645390070921985,0.0,0.0,0.7777777777777778,0.974025974025974,0.9523809523809523,,1.0,0.9315068493150684,0.1111111111111111,0.2786380350589752,stage2_bce_supcon
0.9761092150170648,0.0,0.0,0.9545454545454546,0.9558823529411765,0.9473684210526315,,1.0,0.9533333333333334,0.08333333333333333,3,0.9,met_recall_target_0.9,val,0.9645390070921985,0.0,0.0,0.7777777777777778,0.974025974025974,0.9523809523809523,,1.0,0.9315068493150684,0.1111111111111111,0.2786380350589752,stage2_bce_supcon
0.9761092150170648,0.0,0.0,0.9545454545454546,0.9558823529411765,0.9473684210526315,,1.0,0.9533333333333334,0.08333333333333333,3,0.92,met_recall_target_0.92,val,0.9645390070921985,0.0,0.0,0.7777777777777778,0.974025974025974,0.9523809523809523,,1.0,0.9315068493150684,0.1111111111111111,0.2786380350589752,stage2_bce_supcon
0.9761092150170648,0.0,0.0,0.9545454545454546,0.9558823529411765,0.9473684210526315,,1.0,0.9533333333333334,0.08333333333333333,3,0.95,met_recall_target_0.95,val,0.9645390070921985,0.0,0.0,0.7777777777777778,0.974025974025974,0.9523809523809523,,1.0,0.9315068493150684,0.1111111111111111,0.2786380350589752,stage2_bce_supcon
0.9761092150170648,0.0,0.0,0.9090909090909091,0.9705882352941176,0.9736842105263158,,1.0,0.9533333333333334,0.0949367088607595,4,0.85,met_recall_target_0.85,val,0.9787234042553192,0.007692307692307693,0.007692307692307693,0.9655172413793104,0.9705882352941176,0.9565217391304348,0.007692307692307693,0.9928057553956835,0.965034965034965,0.034722222222222224,0.8905065059661865,stage2_bce
